review_id,rating,num_sentences,first_sent_score,last_sent_score,neg_trigger_words,pos_resolution_words,primary_driver_object,has_pilot,has_scenery,has_flight,has_value,first_sentence,last_sentence
677,5,6,-0.4003,0.6696,initial_fear/anxiety,great,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,"What an incredible experience, I’ve been to Moab once before, Jeeping and dirt b",Definitely recommend!
679,5,4,-0.0772,0.5563,sorry,amazing,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,I feel sorry for people who don’t see the Moab area from the air.,My grandson and I really enjoyed the flight.
724,4,3,-0.5106,0.4767,disappointing,"best, glad, stunning, cool",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,I understand why they couldn’t do the grand or flyer tours due to safety/weather,Felt it was best to take the tour we could since we had weather cancellations be
729,5,4,-0.6956,0.4019,bad,helpful,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,We had booked the Denali Experience Flightseeing Tour with the Glacier landing b,We will definitely be back to do the Denali Experience flight.
738,5,12,-0.204,0.4019,nervous,"good, comfortable, glad",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,"I went back and forth about doing this tour, both due to the cost and because I'","We stayed in Talkeetna for two nights, so were able to easily move things around"
745,5,2,-0.1655,0.296,skeptical,magnificence,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,False,True,"I was skeptical about spending the money for the additional glacier landing, but",There is no other way to fully understand the glaciers and magnificence of Denal
757,5,4,-0.4767,0.474,initial_fear/anxiety,outstanding,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,"Although our longer tour had to be cancelled due to a low cloud ceiling, we stil",Highly recommend this experience!
775,5,3,-0.1531,0.3182,initial_fear/anxiety,"great, breathtaking",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,False,Experience you can’t miss if you are here at Alaska.,Glacier landing and experience the fresh snow are to be remembered for long time
817,5,6,-0.5849,0.4404,initial_fear/anxiety,final_awe/joy,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,True,Mid September day with really lousy weather.,Only posting to comment on how easy they were to work with.
909,5,6,-0.357,0.2023,initial_fear/anxiety,final_awe/joy,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,There is not one favorite part......the trip was a memory I will think of for th,Had to get a red K2 hat when leaving......with the plane we rode in on the top f
940,5,4,-0.25,0.3612,initial_fear/anxiety,amazing,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Weather made landing on glacier be cancelled.,Thank you.
942,5,22,-0.25,0.4939,initial_fear/anxiety,"loved, worthwhile, kind, excellent, great",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,On two other trips to Alaska I have booked with K2 and had the flights cancelled,"If you have the option, I would take a cheaper trip and save money for a second "
954,5,8,-0.1531,0.4898,initial_fear/anxiety,awesome,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,A must for anyone who stops into Talkenna.,Thanx K2 Aviation for a once in a lifetime adventure!!!
962,5,4,-0.0951,0.7267,initial_fear/anxiety,"worth, lucky, peace",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,False,True,"We did a LOT during our weeklong trip to Alaska, and this was, without a doubt, ","(Seriously - babysit a few times, get a job on the side for a few weeks, whateve"
1014,5,8,-0.1027,0.7263,hard,"excitement, confident, comfortable",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,What an incredible experience - it is hard to put into words how it feels to be ,We will definitely be back and I will send all my friends and family from in and
1083,5,3,-0.6124,0.6995,"disappointed, wrong",special,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,False,We thought we were going to be disappointed because the weather stopped us from ,Everything looked so different from the air and the pilot was so knowledgeable a
1149,5,5,-0.4576,0.4574,insane,"great, enthusiastic",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"This experience was totally insane, once in a lifetime.",Definitely a must!
1151,5,6,-0.4215,0.4389,initial_fear/anxiety,"wonderful, gorgeous, cherish, lucked, amazing, fantastic",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,False,We took this tour as an excursion on a Princess Off the Beaten Track land/sea to,This was a trip we will always cherish!
1154,5,7,-0.8047,0.6249,bad,"good, worth, great",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,"We booked the Summit Flight with Glacier Landing, but it was cancelled due to ba",Had a great time and would do it again.
1175,5,20,-0.2411,0.5439,fear,"wonderful, fun, better, lucky, amazing, best, interesting",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,I am not a big fan of flying.,"Without a doubt, the K2 experience was the highlight of the entire trip."
1177,5,11,-0.5106,0.7841,initial_fear/anxiety,"special, glad, fun, wonderful",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,Initially we rejected the idea of a flightseeing tour due to the price.,His combination of knowledge and jokes made the adventure even more fun.
1188,5,4,-0.2411,0.508,nerves,"magnificent, awe",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,False,I am not a fan of small planes & was a little apprehensive about taking this tri,Definitely one to tick off the bucket list !!
1202,4,4,-0.631,0.5029,bad,final_awe/joy,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,False,True,Booked a glacier landing trip but when we reached the weather was bad .,"So missed the landing , but they refunded the difference in cost and we did get "
1203,4,9,-0.1415,0.3716,initial_fear/anxiety,great,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,"K2 Aviation is very friendly, but has no control over the weather.","It was a great experience, but we did not get to see The Big One on this flight."
1208,5,4,-0.4724,0.2944,initial_fear/anxiety,worth,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,False,True,No words can describe this!!!,It’s absolutely worth every single penny.
1215,5,10,-0.34,0.5983,unfortunately,"great, worth, thrilled",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,"Unfortunately, the weather did not cooperate for us to take our scheduled flight",It is definitely worth doing even if you don't get to actually see Denali!
1399,3,28,-0.4588,0.4404,initial_fear/anxiety,"good, better, nice",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,"I am rewriting this review, as my first review was softly forced.",All they have to do is go experience some other airplane tours on other islands 
1446,5,3,-0.5008,0.6696,initial_fear/anxiety,final_awe/joy,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,False,False,"We had originally booked the circle island tour, but the weather wasn't great an",Would definitely recommend!
1825,5,3,-0.1984,0.5962,terrified,loved,6. Other General Tourism Appraisals (其他综合观光体验),False,False,False,False,As a person who Is terrified of heights this was amazing!!,I loved it and I don’t think I will ever forget this!!!
1918,5,3,-0.5096,0.4738,initial_fear/anxiety,kind,4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,False,This was our second time flying with Eric and I can't say enough great things ab,Thank you so much for an unforgettable experience!!
2045,5,7,-0.0516,0.4019,skeptical,dream,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,If I could leave more than 5 stars I would.,I will definitely book another flight next time I’m in Maui.
2102,5,4,-0.2057,0.8807,initial_fear/anxiety,"great, haha, love, worth",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,False,True,"The tour guide Eric was not only friendly, knowledgeable, and patient, but also ","Great experience, worth spending time with the ones you love."
2181,5,4,-0.3559,0.6981,initial_fear/anxiety,"loved, fabulous",4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,False,"Maui Plane Rides was one, of if not the most, exhilarating experiences of my lif",Loved it!!!
3024,5,2,-0.0772,0.4201,initial_fear/anxiety,final_awe/joy,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,False,Our pilot was incredible and the scenery and views are unmatched and we can't wa,Highly recommend it.
3153,5,14,-0.6259,0.8442,initial_fear/anxiety,"dream, beautiful, fun, passion, amazing, safely",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,From the time we booked online - our 5 Islands Experience - to the end of the tr,Thank you for sharing the beauty of your Islands with us.
3240,5,5,-0.4782,0.8481,initial_fear/anxiety,"great, amazing, comfort",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,False,We had booked the Molokai sea cliffs tour but the wrath did not look good that w,Great experience with great pilot.
3288,5,6,-0.4946,0.8213,scared,"amazed, amazing",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,"Our 13 year old was not excited about a helicopter , so we found Eric on here an",Thanks to Eric for An amazing experience for our family of 3!!!
3432,5,9,-0.3774,0.5106,danger,"beautiful, fun, comfortable, best, happily",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,We visited Ketchikan and did the seaplane excursion with Taquan Air Tours only a,"We enjoyed it a lot, and believe most visitors would, too."
3454,5,9,-0.296,0.8356,initial_fear/anxiety,"lovely, wonderful, stunning, thrill, safely",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Our family took this excursion during our cruise stop to Ketchikan and on the re,This is a lovely trip and the Fjords a lovely sight to see!
3533,5,9,-0.5106,0.0516,initial_fear/anxiety,"great, stunning",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,We prepaid for this an excursion while on a Royal Caribbean Cruise and were noti,"Of course, any activity like that comes with risk, but I didn't feel that the pi"
3559,1,8,-0.4939,0.4522,initial_fear/anxiety,final_awe/joy,4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,False,This business is an absolute disgrace.,"There are plenty of other flight tours available in Ketchikan, so do yourself a "
3672,5,18,-0.3412,0.3149,initial_fear/anxiety,"great, beautiful, amazing, nice",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"Arrived at the dock, overcast, not looking good for flying.",Freefalling by Tom Petty and others..........LOL Highly recommend these guys!
3679,5,3,-0.1531,0.6249,initial_fear/anxiety,great,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,The flight over was fun and informative with music that drowned out the engine n,We got some great pictures of a young Bear sleeping in a tree and then lots of p
3687,5,8,-0.296,0.6908,initial_fear/anxiety,"great, worth",4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,True,Ketchikan was the first shore stop on an Inside Passage cruise through Alaska an,Definitely well worth doing.
3711,5,3,-0.4019,0.5423,initial_fear/anxiety,superior,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,False,In a place where weather can change in an instant and weather reports aren't alw,These are consummate professionals who exercise superior judgement in taking peo
3724,5,5,-0.296,0.7164,initial_fear/anxiety,"gorgeous, loved, awesome",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Came to Ketchikan as stop on Royal  Caribbean cruise and booked float plane excu,Totally awesome excursion!!
3745,5,7,-0.5096,0.4404,initial_fear/anxiety,"stunning, love",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"This was my third time in Ketchikan, and the first 2 times the weather wasn't gr",Thanks John R.
3748,5,23,-0.296,0.4404,initial_fear/anxiety,"beautiful, hope, gorgeous, great, amazed",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,I wanted to see it all in Ketchikan on my short stop on port while on a cruise.,I hope you get to read this.
3768,3,8,-0.34,0.4019,bored,final_awe/joy,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,We arrived in Ketchikan from our cruise sip on a rainy day with low hanging mist,I wish we had our $500 back.
3796,5,5,-0.1531,0.7574,initial_fear/anxiety,good,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,Missed out on the boat tour but the extra flying time made up for it.,Thanks guys really enjoyed the day.
3828,5,7,-0.1513,0.4199,nervous,"unbelievable, amazing",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"I have to admit, I was very nervous to get on a very small plane as I am extreme","Thank you, Ethan!"
3850,5,5,-0.2023,0.6249,worried,"stunning, awesome",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Our family of 5 was excited to take this float-equipped bush plane excursion ove,"It was an experience none of us had ever had before, and an awesome introduction"
3901,3,2,-0.4497,0.9097,fear,"exhilarating, fantastic",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,I know this goes against the other reviews but our trip was marred by a lack of ,We landed in the lake and got out on to the floats which was quite exhilarating 
3908,5,17,-0.4767,0.5093,initial_fear/anxiety,"blessed, worth, wonderful",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,Our time in Ketchikan was limited due to our visit being a cruise stop.,Well worth the cost!
3909,5,14,-0.2263,0.6369,initial_fear/anxiety,"amazing, friendly",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,My husband & I were on a cruise that stopped in Ketchikan.,Definitely recommend this excursion if you are in Ketchikan.
3912,5,4,-0.3707,0.3903,initial_fear/anxiety,"great, worth, cool",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,True,"I'm not sure that I'd say ""once in a lifetime,"" because we might do it again!!","It's pricey, but worth it!"
3936,5,8,-0.9081,0.5994,initial_fear/anxiety,"great, perfect, fine, magnificent",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Holland America had cancelled the booking we had made and paid for because of th,This magnificent flight was one of the highlights of our two weeks in Alaska.
3942,5,6,-0.2732,0.4738,initial_fear/anxiety,awesome,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,False,False,We weren't with a cruise line (came in in the ferry) and Taquan went out of thei,Thank you for being a professional organization!!
3943,5,8,-0.296,0.6114,initial_fear/anxiety,"happy, beautiful, friendly",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,There is no real way to describe the majesty of Misty Fiords.,Happy flightseeing!
3963,5,5,-0.296,0.8516,initial_fear/anxiety,"beautiful, friendly, honest",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,We decided to take a sea plane tour of Misty Fjords National Monument during a r,"I highly recommend Taquan Air Tours - friendly, professional, and honest."
3996,5,5,-0.4404,0.1002,hate,beautiful,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,I must admit I hate flying.,"Would recommend this tour to everyone, even those who do not like flying."
3998,5,6,-0.296,0.7083,initial_fear/anxiety,"excellent, satisfied, comfortable",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,True,We took Misty Fjords float plane tour during our cruise ship stop over.,"Overall, we are very satisfied with the whole experience and would highly recomm"
4007,4,6,-0.2023,0.4767,initial_fear/anxiety,"loved, interested",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,We had a couple of days in Ketchikan and thought that our trip with Taquan would,"Cheers, Peter and Amy"
4036,5,22,-0.5428,0.6369,nervous,"wonderful, loved, hug, cute, better, best",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"Let me first state that my wife doesn't like to fly in small planes, and she was",I check out all of the float plane tours before I left for Alaska and in my opin
4185,5,3,-0.3597,0.7574,initial_fear/anxiety,beautiful,6. Other General Tourism Appraisals (其他综合观光体验),False,False,False,False,There's really no comparison.,It's sure to be one of the most beautiful and unique experiences you've ever had
4211,5,3,-0.4767,0.7645,"unfortunately, disappoint",amazing,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,Originally signed up for the Summit tour but unfortunately we did not get to do ,"I would recommend taking a plane ride to see Mount McKinley, you will get the mo"
4215,5,4,-0.1725,0.6369,hard,"lucky, terrific",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,False,False,"Denali is so massive that it makes its own weather systems, so it's hard to pred",It truly is a bucket-list adventure.
4318,1,5,-0.296,0.296,initial_fear/anxiety,better,6. Other General Tourism Appraisals (其他综合观光体验),False,False,False,False,Avoid.,Perhaps it was something in our manner but why risk it when there other companie
4336,5,7,-0.0976,0.4003,initial_fear/anxiety,"humor, helpful, friendly, fun, great",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Wife had never seen Grand Canyon so I took her there for surprise 50th anniversa,It was the highlight of our day!
4415,5,5,-0.1154,0.7712,initial_fear/anxiety,"great, outstanding",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,True,The area of the trip was limited (due to cloud cover) but we were told that in a,"The value was outstanding, and I would do it again!"
4554,5,4,-0.2617,0.474,nervous,comforting,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,"My girlfriend and I decided to splurge a little more than usual with this trip, ",10/10 would highly recommend!
4623,5,9,-0.17,0.4201,initial_fear/anxiety,"great, friendly",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,We have always wanted to see more of the Grand Canyon but my wife has mobility i,I would absolutely recommend Maverick
4799,3,6,-0.3071,0.1154,bad,final_awe/joy,4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,True,"Due to bad weather we could not go for the booked 45 minute flight, but got down","Flight was okay, but nothing extraordinary."
4826,1,21,-0.4767,0.296,"disappointed, tough, poor",final_awe/joy,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,True,"-Yes, the back seats have poor visibility when you are in the helicopter.",Know what you're signing up for before you commit.
4845,5,11,-0.2755,0.3367,pity,"nice, wonderful",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,We had booked a helicopter tour with Maverick and got the message that the weath,Highly recommended!
4888,5,6,-0.357,0.8069,initial_fear/anxiety,amazing,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,My husband and I had not seen the Grand Canyon before and he was set on a 'copte,"We paid just a bit over 500 and did tip our pilot (seemed awkward, but other rev"
4906,5,8,-0.25,0.4926,initial_fear/anxiety,"loved, great, comfortable",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,"As a family of five, and having done helicopter tours before in New Zealand, we ",Thanks for a memorable experience!
4949,5,9,-0.0936,0.5674,initial_fear/anxiety,"glad, awesome, neat",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,We took our family of 4 on the 45-minute helicopter tour of the Grand Canyon and,Highly recommend!!!
4957,5,12,-0.5423,0.4201,"fear, bothered, bother","great, enjoyable",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,Let me start by mentioning that I have a serious fear of heights.,I highly recommend it.
5033,1,2,-0.6369,0.4404,disappointing,better,6. Other General Tourism Appraisals (其他综合观光体验),False,False,False,False,"Cancelled our tour, disappointing and not professional.",Do not book with them and check other tour company better
5105,5,8,-0.471,0.4019,initial_fear/anxiety,"best, beautiful, amazing",3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,False,False,I booked this trip for my husband's birthday and I couldn't be happier!,I would definitely book another trip in the future.
5226,1,9,-0.4666,0.5622,"disappointed, worst","good, interested, hope",4. Flight Ride & Aircraft Smoothness (飞行平稳与安全保障),False,False,True,True,I’m really disappointed because I looked forward to this adventurous experience ,Now I have to wait a full week to HOPE Groupon will issue my $150.
5260,5,5,-0.25,0.3164,initial_fear/anxiety,"amazing, surreal",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,We booked this flight as soon as we arrived in Talkeetna as our excursions on th,If you get a chance to go you should do it!
5299,5,6,-0.8047,0.4404,bad,"happy, nice",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,True,We were originally scheduled for the glacier landing but with the bad weather in,"Thanks again,
Diane Cox"
5355,5,5,-0.34,0.8555,unfortunately,friendly,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,True,"Unfortunately, our flight was canceled due to weather.",they were friendly and easy to work with and gave us tips on things to do in the
5356,5,5,-0.7343,0.5994,bad,"glad, beautiful, amazing",5. Experience Worth & Value Recovery (超值体验补救),False,False,False,True,We were scheduled to do a tour of Denali but the weather was very bad.,The weather was beautiful over the glaciers.
5392,5,8,-0.3612,0.6588,initial_fear/anxiety,"great, amazing",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,We were told at check in we would likely not see the mountain but could cancel a,He was great!
5419,5,4,-0.128,0.8236,initial_fear/anxiety,"beautiful, grateful",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,Originally I booked the Grand Denali Tour but because of weather conditions it w,I'm grateful that I could experience this beautiful mountain from above.
5429,5,6,-0.1677,0.4404,initial_fear/anxiety,"lucked, lucky, nice, better",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,I am really surprised by the comments about no narration during the flight?!?,We lucked out and booked same day (in the morning) so if you suddenly find you h
5444,5,14,-0.521,0.4199,initial_fear/anxiety,"excellent, worth, awe",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,True,This tour was nothing short of amazing!,Thank you K2 Aviation!
5455,4,6,-0.6705,0.5859,"disappointed, bad",great,2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,We had booked for a Denali Glacier landing however due to bad weather it was can,"The view from the top was great
Pick up and drop facility from the hotel was sea"
5547,5,3,-0.3818,0.6115,terrified,happy,1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,False,False,I was both terrified and excited when we went up to see the glacier.,Very happy
5615,5,7,-0.8047,0.2263,bad,"great, worth, amazing, wonderful",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,"We initially signed up for a Friday evening flight, but it was cancelled due to ",It was worth the price.
5616,5,5,-0.4767,0.6588,unfortunately,"great, worth",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,True,The plan was to make a glacier landing and hike on the glacier but unfortunately,The pilot was very informative and gave us a great flight!
5631,5,8,-0.4966,0.5789,initial_fear/anxiety,"inspiring, awe",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,There is not enough positive we can say about this tour!,Thank you K2 and Chris for an experience and photos our family will never forget
5636,4,2,-0.2182,0.6652,sad,final_awe/joy,3. Pilot Professional Reassurance (飞行员专业解说/心理抚慰),True,False,True,False,"It was overall an enjoyable experience, although we were sad that the weather di","The flight was really smooth, especially the landing, but I would have appreciat"
5655,5,9,-0.3078,0.6249,initial_fear/anxiety,"great, beautiful",1. Dual Scenery & Pilot Co-Reassurance (高空美景+飞行员共同拯救),True,True,True,False,I was l not very excited about landing on the glacier.,Our pilot was a great guy.
5724,5,5,-0.4015,0.4003,anxious,"amazed, better",2. Aerial Scenery Visual Peak (高空视觉景观震撼),False,True,True,False,I can't say enough good things about our flight with K2!,Fly with K2: it will be the highlight of your Alaska vacation!
